replenishment_id,from_station_id,to_station_id,date_key,before_period_id,equipment_id,scenario_id,qty_to_move,distance_km,estimated_time_min,priority,trigger_reason,status,is_active
1278,10,9,20250615,1,3,1,4,0.4,2,HIGH,Shortage,Recommended,TRUE
1279,5,4,20250615,1,2,1,3,0.6,3,MEDIUM,Balance,Recommended,TRUE
1280,2,5,20250615,1,3,1,3,1.2,5,MEDIUM,Shortage,Recommended,TRUE
1281,8,7,20250615,2,1,1,8,0.2,2,HIGH,Shortage,Recommended,TRUE
1282,3,4,20250615,2,3,1,5,0.5,2,HIGH,Shortage,Recommended,TRUE
1283,1,2,20250615,3,2,1,1,0.2,2,HIGH,Balance,Recommended,TRUE
1284,9,7,20250615,3,3,1,5,0.6,3,HIGH,Shortage,Recommended,TRUE
1285,2,1,20250615,3,3,1,11,0.2,2,HIGH,Shortage,Recommended,TRUE
1286,2,5,20250615,3,3,1,8,1.2,5,HIGH,Balance,Recommended,TRUE
1287,5,4,20250615,3,2,1,1,0.6,3,LOW,Shortage,Recommended,TRUE
1288,2,8,20250615,3,3,1,1,1.8,8,LOW,Balance,Recommended,TRUE
1289,9,8,20250615,4,3,1,8,0.4,2,HIGH,Shortage,Recommended,TRUE
1290,9,6,20250615,4,3,1,5,1.0,4,HIGH,Shortage,Recommended,TRUE
1291,6,5,20250615,4,1,1,2,0.5,2,MEDIUM,Shortage,Recommended,TRUE
1292,9,7,20250615,4,3,1,2,0.6,3,MEDIUM,Balance,Recommended,TRUE
1293,5,4,20250616,1,1,1,4,0.6,3,HIGH,Shortage,Recommended,TRUE
1294,10,7,20250616,1,3,1,1,0.9,4,HIGH,Shortage,Recommended,TRUE
1295,2,3,20250616,1,3,1,7,0.1,2,HIGH,Shortage,Recommended,TRUE
1296,1,2,20250616,2,2,1,4,0.2,2,HIGH,Shortage,Recommended,TRUE
1297,2,3,20250616,2,3,1,14,0.1,2,HIGH,Shortage,Recommended,TRUE
1298,3,4,20250616,3,1,1,3,0.5,2,HIGH,Balance,Recommended,TRUE
1299,4,2,20250616,3,2,1,2,0.6,3,HIGH,Balance,Recommended,TRUE
1300,2,4,20250616,3,3,1,33,0.6,3,HIGH,Shortage,Recommended,TRUE
1301,9,8,20250616,3,3,1,13,0.4,2,HIGH,Balance,Recommended,TRUE
1302,3,2,20250616,4,1,1,3,0.1,2,HIGH,Balance,Recommended,TRUE
1303,3,1,20250617,1,1,1,3,0.3,2,HIGH,Shortage,Recommended,TRUE
1304,8,7,20250617,1,1,1,13,0.2,2,HIGH,Balance,Recommended,TRUE
1305,5,4,20250617,1,1,1,1,0.6,3,HIGH,Shortage,Recommended,TRUE
1306,3,4,20250617,1,2,1,3,0.5,2,HIGH,Shortage,Recommended,TRUE
1307,2,1,20250617,1,3,1,28,0.2,2,HIGH,Shortage,Recommended,TRUE
1308,3,2,20250617,2,1,1,3,0.1,2,HIGH,Shortage,Recommended,TRUE
1309,2,4,20250617,2,3,1,14,0.6,3,HIGH,Shortage,Recommended,TRUE
1310,6,5,20250617,3,1,1,8,0.5,2,HIGH,Shortage,Recommended,TRUE
1311,8,5,20250617,3,3,1,3,0.8,4,HIGH,Shortage,Recommended,TRUE
1312,9,7,20250617,3,3,1,13,0.6,3,HIGH,Shortage,Recommended,TRUE
1313,2,10,20250617,3,3,1,10,2.5,10,HIGH,Preventive,Recommended,TRUE
1314,1,2,20250617,4,1,1,5,0.2,2,HIGH,Shortage,Recommended,TRUE
1315,2,3,20250617,4,3,1,13,0.1,2,HIGH,Balance,Recommended,TRUE
1316,1,3,20250617,4,2,1,1,0.3,2,LOW,Shortage,Recommended,TRUE
1317,9,10,20250618,1,1,1,13,0.4,2,HIGH,Shortage,Recommended,TRUE
1318,3,4,20250618,1,2,1,3,0.5,2,HIGH,Shortage,Recommended,TRUE
1319,9,10,20250618,1,3,1,8,0.4,2,HIGH,Shortage,Recommended,TRUE
1320,9,10,20250618,2,3,1,20,0.4,2,HIGH,Balance,Recommended,TRUE
1321,5,3,20250618,3,1,1,9,1.1,5,HIGH,Shortage,Recommended,TRUE
1322,5,6,20250618,3,3,1,5,0.5,2,HIGH,Balance,Recommended,TRUE
1323,2,3,20250618,3,3,1,19,0.1,2,HIGH,Shortage,Recommended,TRUE
1324,3,1,20250619,1,1,1,1,0.3,2,LOW,Shortage,Recommended,TRUE
1325,3,2,20250619,2,1,1,3,0.1,2,HIGH,Shortage,Recommended,TRUE
1326,6,4,20250619,2,1,1,4,0.7,3,HIGH,Balance,Recommended,TRUE
1327,9,8,20250619,2,3,1,12,0.4,2,HIGH,Shortage,Recommended,TRUE
1328,7,6,20250619,3,1,1,4,0.4,2,HIGH,Shortage,Recommended,TRUE
1329,3,4,20250619,3,3,1,5,0.5,2,HIGH,Shortage,Recommended,TRUE
1330,2,10,20250619,3,3,1,5,2.5,10,HIGH,Shortage,Recommended,TRUE
1331,2,8,20250619,3,3,1,1,1.8,8,LOW,Balance,Recommended,TRUE
1332,1,2,20250619,4,1,1,5,0.2,2,HIGH,Balance,Recommended,TRUE
1333,5,3,20250619,4,1,1,3,1.1,5,MEDIUM,Shortage,Recommended,TRUE
1334,5,6,20250620,2,1,1,10,0.5,2,HIGH,Shortage,Recommended,TRUE
1335,2,3,20250620,2,3,1,7,0.1,2,HIGH,Shortage,Recommended,TRUE
1336,8,9,20250620,2,3,1,3,0.4,2,HIGH,Shortage,Recommended,TRUE
1337,7,5,20250620,3,1,1,10,0.7,3,HIGH,Shortage,Recommended,TRUE
1338,3,4,20250620,3,1,1,3,0.5,2,HIGH,Shortage,Recommended,TRUE
1339,8,6,20250620,3,1,1,4,0.6,3,HIGH,Preventive,Recommended,TRUE
1340,1,2,20250620,3,2,1,4,0.2,2,HIGH,Shortage,Recommended,TRUE
1341,9,6,20250620,3,3,1,8,1.0,4,HIGH,Balance,Recommended,TRUE
1342,1,2,20250620,4,1,1,5,0.2,2,HIGH,Balance,Recommended,TRUE
1343,4,3,20250620,4,1,1,3,0.5,2,MEDIUM,Shortage,Recommended,TRUE
1344,6,3,20250621,1,1,1,15,1.2,5,HIGH,Shortage,Recommended,TRUE
1345,9,10,20250621,1,1,1,7,0.4,2,HIGH,Shortage,Recommended,TRUE
1346,6,1,20250621,1,1,1,4,1.5,6,HIGH,Shortage,Recommended,TRUE
1347,2,7,20250621,1,3,1,26,1.6,7,HIGH,Shortage,Recommended,TRUE
1348,6,5,20250621,1,1,1,1,0.5,2,MEDIUM,Shortage,Recommended,TRUE
1349,3,1,20250621,1,2,1,1,0.3,2,LOW,Shortage,Recommended,TRUE
1350,2,6,20250621,1,3,1,1,1.3,6,LOW,Shortage,Recommended,TRUE
1351,4,5,20250621,2,3,1,2,0.6,3,HIGH,Shortage,Recommended,TRUE
1352,7,8,20250621,3,1,1,6,0.2,2,HIGH,Balance,Recommended,TRUE
1353,7,6,20250621,3,1,1,4,0.4,2,HIGH,Preventive,Recommended,TRUE
1354,5,4,20250621,3,2,1,5,0.6,3,HIGH,Shortage,Recommended,TRUE
1355,9,7,20250621,3,3,1,20,0.6,3,HIGH,Shortage,Recommended,TRUE
1356,10,8,20250621,3,3,1,1,0.8,4,HIGH,Preventive,Recommended,TRUE
1357,7,2,20250622,1,1,1,13,1.6,7,HIGH,Shortage,Recommended,TRUE
1358,7,3,20250622,1,1,1,2,1.6,7,HIGH,Preventive,Recommended,TRUE
1359,8,1,20250622,1,1,1,9,2.0,8,HIGH,Preventive,Recommended,TRUE
1360,3,2,20250622,2,1,1,3,0.1,2,HIGH,Balance,Recommended,TRUE
1361,3,4,20250622,2,3,1,5,0.5,2,HIGH,Shortage,Recommended,TRUE
1362,7,8,20250622,3,1,1,12,0.2,2,HIGH,Shortage,Recommended,TRUE
1363,2,8,20250622,3,3,1,25,1.8,8,HIGH,Balance,Recommended,TRUE
1364,2,4,20250622,3,3,1,17,0.6,3,HIGH,Preventive,Recommended,TRUE
1365,2,1,20250622,3,3,1,4,0.2,2,HIGH,Shortage,Recommended,TRUE
1366,3,2,20250622,4,1,1,3,0.1,2,HIGH,Shortage,Recommended,TRUE
1367,4,3,20250623,1,1,1,3,0.5,2,MEDIUM,Shortage,Recommended,TRUE
1368,4,2,20250623,2,1,1,8,0.6,3,HIGH,Balance,Recommended,TRUE
1369,2,3,20250623,2,3,1,7,0.1,2,HIGH,Shortage,Recommended,TRUE
1370,9,10,20250623,2,3,1,6,0.4,2,HIGH,Preventive,Recommended,TRUE
1371,5,3,20250623,2,1,1,3,1.1,5,MEDIUM,Shortage,Recommended,TRUE
1372,7,8,20250623,2,3,1,1,0.2,2,LOW,Shortage,Recommended,TRUE
1373,8,7,20250623,3,1,1,2,0.2,2,HIGH,Shortage,Recommended,TRUE
1374,9,7,20250623,3,3,1,20,0.6,3,HIGH,Shortage,Recommended,TRUE
1375,5,1,20250623,3,1,1,1,1.4,6,LOW,Preventive,Recommended,TRUE
1376,7,6,20250623,4,3,1,6,0.4,2,HIGH,Shortage,Recommended,TRUE
1377,2,1,20250623,4,3,1,16,0.2,2,HIGH,Shortage,Recommended,TRUE
1378,3,2,20250624,1,1,1,3,0.1,2,HIGH,Shortage,Recommended,TRUE
1379,6,4,20250624,1,1,1,2,0.7,3,HIGH,Shortage,Recommended,TRUE
1380,8,7,20250624,1,3,1,11,0.2,2,HIGH,Shortage,Recommended,TRUE
1381,2,3,20250624,2,3,1,7,0.1,2,HIGH,Shortage,Recommended,TRUE
1382,1,3,20250624,2,1,1,3,0.3,2,MEDIUM,Preventive,Recommended,TRUE
1383,5,1,20250624,3,1,1,7,1.4,6,HIGH,Shortage,Recommended,TRUE
1384,2,6,20250624,3,3,1,63,1.3,6,HIGH,Shortage,Recommended,TRUE
1385,2,3,20250624,3,3,1,35,0.1,2,HIGH,Balance,Recommended,TRUE
1386,2,7,20250624,3,3,1,5,1.6,7,HIGH,Shortage,Recommended,TRUE
1387,7,6,20250624,3,2,1,2,0.4,2,MEDIUM,Shortage,Recommended,TRUE
1388,3,4,20250624,4,1,1,3,0.5,2,HIGH,Shortage,Recommended,TRUE
1389,3,4,20250624,4,3,1,5,0.5,2,HIGH,Shortage,Recommended,TRUE
1390,9,10,20250624,4,3,1,8,0.4,2,HIGH,Shortage,Recommended,TRUE
1391,2,7,20250624,4,3,1,16,1.6,7,HIGH,Shortage,Recommended,TRUE
1392,3,2,20250625,1,2,1,3,0.1,2,HIGH,Shortage,Recommended,TRUE
1393,8,5,20250625,1,3,1,11,0.8,4,HIGH,Shortage,Recommended,TRUE
1394,2,3,20250625,1,3,1,19,0.1,2,HIGH,Shortage,Recommended,TRUE
1395,3,1,20250625,2,1,1,3,0.3,2,HIGH,Shortage,Recommended,TRUE
1396,5,4,20250625,2,2,1,5,0.6,3,HIGH,Shortage,Recommended,TRUE
1397,8,6,20250625,2,3,1,3,0.6,3,HIGH,Shortage,Recommended,TRUE
1398,1,2,20250625,2,2,1,3,0.2,2,MEDIUM,Balance,Recommended,TRUE
1399,1,3,20250625,2,2,1,1,0.3,2,MEDIUM,Shortage,Recommended,TRUE
1400,5,6,20250625,3,1,1,6,0.5,2,HIGH,Shortage,Recommended,TRUE
1401,3,2,20250625,3,2,1,3,0.1,2,HIGH,Balance,Recommended,TRUE
1402,10,7,20250625,3,3,1,1,0.9,4,HIGH,Shortage,Recommended,TRUE
1403,2,1,20250625,3,3,1,36,0.2,2,HIGH,Balance,Recommended,TRUE
1404,2,5,20250625,3,3,1,10,1.2,5,HIGH,Shortage,Recommended,TRUE
1405,5,4,20250625,3,2,1,1,0.6,3,MEDIUM,Shortage,Recommended,TRUE
1406,2,3,20250625,4,3,1,7,0.1,2,HIGH,Shortage,Recommended,TRUE
1407,7,8,20250625,4,3,1,1,0.2,2,LOW,Shortage,Recommended,TRUE
1408,7,8,20250626,1,1,1,8,0.2,2,HIGH,Shortage,Recommended,TRUE
1409,2,3,20250626,1,3,1,22,0.1,2,HIGH,Shortage,Recommended,TRUE
1410,2,4,20250626,2,3,1,15,0.6,3,HIGH,Shortage,Recommended,TRUE
1411,9,10,20250626,2,3,1,11,0.4,2,HIGH,Shortage,Recommended,TRUE
1412,8,7,20250626,2,3,1,6,0.2,2,HIGH,Shortage,Recommended,TRUE
1413,2,1,20250626,2,3,1,4,0.2,2,HIGH,Shortage,Recommended,TRUE
1414,8,6,20250626,3,1,1,1,0.6,3,HIGH,Balance,Recommended,TRUE
1415,9,2,20250626,3,1,1,3,2.2,9,HIGH,Shortage,Recommended,TRUE
1416,1,2,20250626,3,2,1,4,0.2,2,HIGH,Shortage,Recommended,TRUE
1417,2,6,20250626,3,3,1,47,1.3,6,HIGH,Shortage,Recommended,TRUE
1418,2,4,20250626,3,3,1,31,0.6,3,HIGH,Shortage,Recommended,TRUE
1419,4,3,20250626,3,2,1,1,0.5,2,LOW,Shortage,Recommended,TRUE
1420,1,3,20250626,4,1,1,5,0.3,2,HIGH,Shortage,Recommended,TRUE
1421,9,10,20250626,4,3,1,11,0.4,2,HIGH,Shortage,Recommended,TRUE
1422,7,6,20250627,1,1,1,13,0.4,2,HIGH,Preventive,Recommended,TRUE
1423,3,2,20250627,1,1,1,3,0.1,2,HIGH,Balance,Recommended,TRUE
1424,2,5,20250627,1,3,1,19,1.2,5,HIGH,Shortage,Recommended,TRUE
1425,9,8,20250627,1,3,1,4,0.4,2,HIGH,Shortage,Recommended,TRUE
1426,3,4,20250627,2,3,1,5,0.5,2,HIGH,Shortage,Recommended,TRUE
1427,7,6,20250627,2,1,1,2,0.4,2,MEDIUM,Shortage,Recommended,TRUE
1428,7,5,20250627,2,3,1,2,0.7,3,MEDIUM,Balance,Recommended,TRUE
1429,3,2,20250627,3,1,1,3,0.1,2,HIGH,Shortage,Recommended,TRUE
1430,6,4,20250627,3,2,1,5,0.7,3,HIGH,Shortage,Recommended,TRUE
1431,1,2,20250627,4,2,1,1,0.2,2,MEDIUM,Shortage,Recommended,TRUE
1432,6,5,20250628,1,1,1,1,0.5,2,HIGH,Shortage,Recommended,TRUE
1433,3,2,20250628,1,1,1,3,0.1,2,HIGH,Balance,Recommended,TRUE
1434,7,6,20250628,1,3,1,4,0.4,2,HIGH,Shortage,Recommended,TRUE
1435,4,3,20250628,3,1,1,2,0.5,2,HIGH,Shortage,Recommended,TRUE
1436,8,5,20250628,3,3,1,4,0.8,4,HIGH,Balance,Recommended,TRUE
1437,3,2,20250628,4,1,1,3,0.1,2,HIGH,Shortage,Recommended,TRUE
1438,4,5,20250628,4,1,1,8,0.6,3,HIGH,Shortage,Recommended,TRUE
1439,8,6,20250628,4,3,1,11,0.6,3,HIGH,Balance,Recommended,TRUE
1440,7,6,20250628,4,1,1,3,0.4,2,MEDIUM,Shortage,Recommended,TRUE
1441,6,4,20250629,1,1,1,4,0.7,3,HIGH,Shortage,Recommended,TRUE
1442,3,2,20250629,2,1,1,3,0.1,2,HIGH,Shortage,Recommended,TRUE
1443,5,4,20250629,2,1,1,4,0.6,3,HIGH,Balance,Recommended,TRUE
1444,3,4,20250629,3,1,1,3,0.5,2,HIGH,Balance,Recommended,TRUE
1445,8,7,20250629,3,1,1,7,0.2,2,HIGH,Shortage,Recommended,TRUE
1446,3,4,20250629,3,2,1,3,0.5,2,HIGH,Preventive,Recommended,TRUE
1447,1,2,20250629,3,2,1,3,0.2,2,MEDIUM,Balance,Recommended,TRUE
1448,3,4,20250629,4,1,1,3,0.5,2,HIGH,Balance,Recommended,TRUE
1449,6,5,20250629,4,3,1,15,0.5,2,HIGH,Preventive,Recommended,TRUE
1450,9,7,20250630,1,3,1,12,0.6,3,HIGH,Shortage,Recommended,TRUE
1451,2,3,20250630,1,3,1,5,0.1,2,HIGH,Shortage,Recommended,TRUE
1452,4,3,20250630,1,1,1,2,0.5,2,MEDIUM,Shortage,Recommended,TRUE
1453,5,1,20250630,1,1,1,1,1.4,6,LOW,Shortage,Recommended,TRUE
1454,2,5,20250630,1,3,1,1,1.2,5,LOW,Shortage,Recommended,TRUE
1455,3,4,20250630,2,1,1,3,0.5,2,HIGH,Shortage,Recommended,TRUE
1456,3,2,20250630,2,2,1,3,0.1,2,HIGH,Shortage,Recommended,TRUE
1457,3,4,20250630,2,3,1,5,0.5,2,HIGH,Balance,Recommended,TRUE
1458,8,7,20250630,2,3,1,6,0.2,2,HIGH,Shortage,Recommended,TRUE
1459,6,7,20250630,3,1,1,2,0.4,2,MEDIUM,Preventive,Recommended,TRUE
1460,5,9,20250630,3,3,1,2,1.2,5,MEDIUM,Shortage,Recommended,TRUE
1461,5,1,20250630,3,1,1,1,1.4,6,LOW,Shortage,Recommended,TRUE
1462,6,5,20250630,4,1,1,2,0.5,2,MEDIUM,Shortage,Recommended,TRUE
1463,9,10,20250701,1,3,1,8,0.4,2,HIGH,Shortage,Recommended,TRUE
1464,8,5,20250701,1,3,1,3,0.8,4,HIGH,Shortage,Recommended,TRUE
1465,3,2,20250701,1,2,1,3,0.1,2,MEDIUM,Balance,Recommended,TRUE
1466,8,7,20250701,2,3,1,6,0.2,2,HIGH,Shortage,Recommended,TRUE
1467,1,2,20250701,3,1,1,5,0.2,2,HIGH,Balance,Recommended,TRUE
1468,5,3,20250701,3,1,1,1,1.1,5,HIGH,Shortage,Recommended,TRUE
1469,8,7,20250701,3,1,1,6,0.2,2,HIGH,Preventive,Recommended,TRUE
1470,2,3,20250701,3,3,1,48,0.1,2,HIGH,Shortage,Recommended,TRUE
1471,1,2,20250701,3,2,1,3,0.2,2,MEDIUM,Shortage,Recommended,TRUE
1472,9,10,20250701,3,3,1,1,0.4,2,MEDIUM,Shortage,Recommended,TRUE
1473,3,2,20250701,4,1,1,3,0.1,2,HIGH,Shortage,Recommended,TRUE
1474,2,3,20250701,4,3,1,2,0.1,2,MEDIUM,Shortage,Recommended,TRUE
1475,2,4,20250702,1,3,1,41,0.6,3,HIGH,Balance,Recommended,TRUE
1476,9,10,20250702,1,3,1,8,0.4,2,HIGH,Shortage,Recommended,TRUE
1477,2,1,20250702,1,3,1,4,0.2,2,HIGH,Shortage,Recommended,TRUE
1478,1,3,20250702,1,2,1,2,0.3,2,MEDIUM,Preventive,Recommended,TRUE
1479,3,1,20250702,1,1,1,1,0.3,2,LOW,Shortage,Recommended,TRUE
1480,7,6,20250702,2,1,1,4,0.4,2,HIGH,Balance,Recommended,TRUE
1481,2,1,20250702,2,3,1,20,0.2,2,HIGH,Shortage,Recommended,TRUE
1482,3,1,20250702,2,2,1,3,0.3,2,MEDIUM,Shortage,Recommended,TRUE
1483,5,2,20250702,2,2,1,3,1.2,5,MEDIUM,Shortage,Recommended,TRUE
1484,2,5,20250702,3,3,1,34,1.2,5,HIGH,Shortage,Recommended,TRUE
1485,2,4,20250702,3,3,1,28,0.6,3,HIGH,Balance,Recommended,TRUE
1486,9,10,20250702,3,3,1,6,0.4,2,HIGH,Shortage,Recommended,TRUE
1487,8,3,20250702,3,1,1,3,1.7,7,MEDIUM,Shortage,Recommended,TRUE
1488,6,1,20250702,3,2,1,1,1.5,6,LOW,Shortage,Recommended,TRUE
1489,3,1,20250702,4,1,1,3,0.3,2,HIGH,Shortage,Recommended,TRUE
1490,3,4,20250702,4,3,1,5,0.5,2,HIGH,Shortage,Recommended,TRUE
1491,3,4,20250703,1,1,1,3,0.5,2,HIGH,Shortage,Recommended,TRUE
1492,1,2,20250703,1,2,1,4,0.2,2,HIGH,Shortage,Recommended,TRUE
1493,8,6,20250703,1,3,1,3,0.6,3,HIGH,Balance,Recommended,TRUE
1494,2,10,20250703,1,3,1,13,2.5,10,HIGH,Shortage,Recommended,TRUE
1495,9,10,20250703,2,1,1,4,0.4,2,HIGH,Shortage,Recommended,TRUE
1496,8,6,20250703,2,3,1,11,0.6,3,HIGH,Preventive,Recommended,TRUE
1497,2,1,20250703,3,3,1,2,0.2,2,MEDIUM,Shortage,Recommended,TRUE
1498,3,1,20250703,4,1,1,3,0.3,2,HIGH,Shortage,Recommended,TRUE
1499,5,6,20250703,4,3,1,5,0.5,2,HIGH,Shortage,Recommended,TRUE
1500,9,8,20250703,4,3,1,4,0.4,2,HIGH,Shortage,Recommended,TRUE
1501,3,2,20250704,1,1,1,3,0.1,2,HIGH,Shortage,Recommended,TRUE
1502,3,8,20250704,1,3,1,5,1.7,7,HIGH,Shortage,Recommended,TRUE
1503,2,4,20250704,2,3,1,44,0.6,3,HIGH,Shortage,Recommended,TRUE
1504,6,4,20250704,3,1,1,10,0.7,3,HIGH,Shortage,Recommended,TRUE
1505,10,7,20250704,3,3,1,13,0.9,4,HIGH,Balance,Recommended,TRUE
1506,2,9,20250704,3,3,1,7,2.2,9,HIGH,Shortage,Recommended,TRUE
1507,7,5,20250704,3,1,1,2,0.7,3,MEDIUM,Shortage,Recommended,TRUE
1508,3,1,20250704,4,1,1,3,0.3,2,HIGH,Shortage,Recommended,TRUE
1509,5,4,20250704,4,1,1,4,0.6,3,HIGH,Shortage,Recommended,TRUE
1510,2,4,20250704,4,3,1,20,0.6,3,HIGH,Shortage,Recommended,TRUE
1511,5,2,20250705,1,1,1,10,1.2,5,HIGH,Shortage,Recommended,TRUE
1512,7,3,20250705,1,1,1,9,1.6,7,HIGH,Shortage,Recommended,TRUE
1513,2,6,20250705,1,3,1,51,1.3,6,HIGH,Preventive,Recommended,TRUE
1514,2,3,20250705,1,3,1,18,0.1,2,HIGH,Shortage,Recommended,TRUE
1515,3,1,20250705,1,2,1,2,0.3,2,MEDIUM,Balance,Recommended,TRUE
1516,1,2,20250705,2,1,1,5,0.2,2,HIGH,Shortage,Recommended,TRUE
1517,6,5,20250705,2,3,1,3,0.5,2,HIGH,Balance,Recommended,TRUE
1518,9,10,20250705,2,3,1,20,0.4,2,HIGH,Shortage,Recommended,TRUE
1519,3,2,20250705,3,1,1,3,0.1,2,HIGH,Shortage,Recommended,TRUE
1520,5,2,20250705,3,2,1,8,1.2,5,HIGH,Shortage,Recommended,TRUE
1521,4,1,20250705,3,1,1,1,0.8,4,MEDIUM,Shortage,Recommended,TRUE
1522,3,4,20250705,4,3,1,5,0.5,2,HIGH,Preventive,Recommended,TRUE
1523,9,7,20250706,1,1,1,11,0.6,3,HIGH,Shortage,Recommended,TRUE
1524,4,5,20250706,1,1,1,2,0.6,3,HIGH,Preventive,Recommended,TRUE
1525,9,6,20250706,1,3,1,14,1.0,4,HIGH,Shortage,Recommended,TRUE
1526,6,5,20250706,2,3,1,7,0.5,2,HIGH,Shortage,Recommended,TRUE
1527,3,1,20250706,2,1,1,1,0.3,2,LOW,Shortage,Recommended,TRUE
1528,9,8,20250706,2,3,1,1,0.4,2,LOW,Balance,Recommended,TRUE
1529,3,4,20250706,3,2,1,3,0.5,2,HIGH,Shortage,Recommended,TRUE
1530,2,4,20250706,3,3,1,57,0.6,3,HIGH,Shortage,Recommended,TRUE
1531,4,3,20250706,4,1,1,2,0.5,2,HIGH,Shortage,Recommended,TRUE
1532,2,3,20250706,4,3,1,19,0.1,2,HIGH,Balance,Recommended,TRUE
1533,6,5,20250707,1,1,1,6,0.5,2,HIGH,Shortage,Recommended,TRUE
1534,9,7,20250707,1,3,1,8,0.6,3,HIGH,Shortage,Recommended,TRUE
1535,2,3,20250707,1,3,1,15,0.1,2,HIGH,Shortage,Recommended,TRUE
1536,1,2,20250707,2,1,1,5,0.2,2,HIGH,Shortage,Recommended,TRUE
1537,5,4,20250707,2,1,1,10,0.6,3,HIGH,Balance,Recommended,TRUE
1538,7,8,20250707,2,1,1,4,0.2,2,HIGH,Preventive,Recommended,TRUE
1539,2,3,20250707,2,3,1,21,0.1,2,HIGH,Shortage,Recommended,TRUE
1540,5,6,20250707,2,3,1,5,0.5,2,HIGH,Shortage,Recommended,TRUE
1541,6,5,20250707,3,1,1,2,0.5,2,HIGH,Shortage,Recommended,TRUE
1542,2,5,20250707,3,3,1,31,1.2,5,HIGH,Shortage,Recommended,TRUE
1543,9,6,20250707,3,3,1,8,1.0,4,HIGH,Shortage,Recommended,TRUE
1544,1,3,20250707,3,2,1,1,0.3,2,MEDIUM,Shortage,Recommended,TRUE
1545,1,3,20250708,1,1,1,5,0.3,2,HIGH,Shortage,Recommended,TRUE
1546,6,2,20250708,1,1,1,6,1.3,6,HIGH,Shortage,Recommended,TRUE
1547,6,8,20250708,1,3,1,7,0.6,3,HIGH,Shortage,Recommended,TRUE
1548,2,3,20250708,1,3,1,5,0.1,2,HIGH,Shortage,Recommended,TRUE
1549,2,5,20250708,2,3,1,19,1.2,5,HIGH,Preventive,Recommended,TRUE
1550,9,7,20250708,2,3,1,6,0.6,3,HIGH,Shortage,Recommended,TRUE
1551,9,8,20250708,2,3,1,1,0.4,2,LOW,Balance,Recommended,TRUE
1552,8,6,20250708,3,3,1,11,0.6,3,HIGH,Shortage,Recommended,TRUE
1553,7,8,20250708,4,1,1,9,0.2,2,HIGH,Shortage,Recommended,TRUE
1554,9,8,20250708,4,3,1,13,0.4,2,HIGH,Shortage,Recommended,TRUE
1555,3,6,20250708,4,3,1,3,1.2,5,MEDIUM,Balance,Recommended,TRUE
1556,1,2,20250709,1,1,1,5,0.2,2,HIGH,Shortage,Recommended,TRUE
1557,9,8,20250709,1,1,1,4,0.4,2,HIGH,Shortage,Recommended,TRUE
1558,9,7,20250709,1,3,1,20,0.6,3,HIGH,Shortage,Recommended,TRUE
1559,2,6,20250709,1,3,1,33,1.3,6,HIGH,Preventive,Recommended,TRUE
1560,2,10,20250709,1,3,1,11,2.5,10,HIGH,Shortage,Recommended,TRUE
1561,9,10,20250709,1,1,1,1,0.4,2,LOW,Shortage,Recommended,TRUE
1562,5,6,20250709,2,3,1,5,0.5,2,HIGH,Shortage,Recommended,TRUE
1563,5,3,20250709,2,1,1,3,1.1,5,MEDIUM,Shortage,Recommended,TRUE
1564,2,3,20250709,3,3,1,13,0.1,2,HIGH,Shortage,Recommended,TRUE
1565,1,3,20250709,4,1,1,5,0.3,2,HIGH,Shortage,Recommended,TRUE
1566,1,3,20250710,1,1,1,5,0.3,2,HIGH,Shortage,Recommended,TRUE
1567,4,1,20250710,1,2,1,3,0.8,4,HIGH,Shortage,Recommended,TRUE
1568,1,3,20250710,2,1,1,5,0.3,2,HIGH,Shortage,Recommended,TRUE
1569,3,2,20250710,2,2,1,3,0.1,2,HIGH,Preventive,Recommended,TRUE
1570,2,4,20250710,2,3,1,3,0.6,3,MEDIUM,Shortage,Recommended,TRUE
1571,6,7,20250710,3,1,1,1,0.4,2,LOW,Preventive,Recommended,TRUE
1572,2,3,20250710,4,3,1,9,0.1,2,HIGH,Balance,Recommended,TRUE
1573,5,4,20250711,1,1,1,4,0.6,3,HIGH,Balance,Recommended,TRUE
1574,1,2,20250711,1,1,1,5,0.2,2,HIGH,Shortage,Recommended,TRUE
1575,3,2,20250711,2,1,1,3,0.1,2,HIGH,Shortage,Recommended,TRUE
1576,2,4,20250711,2,3,1,34,0.6,3,HIGH,Balance,Recommended,TRUE
1577,1,2,20250711,2,2,1,1,0.2,2,MEDIUM,Balance,Recommended,TRUE
1578,5,3,20250711,3,1,1,4,1.1,5,HIGH,Shortage,Recommended,TRUE
1579,5,3,20250711,3,2,1,6,1.1,5,HIGH,Shortage,Recommended,TRUE
1580,2,3,20250711,3,3,1,23,0.1,2,HIGH,Preventive,Recommended,TRUE
1581,8,5,20250711,3,3,1,3,0.8,4,HIGH,Preventive,Recommended,TRUE
1582,5,2,20250711,3,2,1,2,1.2,5,MEDIUM,Balance,Recommended,TRUE
1583,6,1,20250711,3,2,1,1,1.5,6,LOW,Balance,Recommended,TRUE
1584,8,7,20250711,4,3,1,4,0.2,2,HIGH,Shortage,Recommended,TRUE
1585,3,2,20250712,1,2,1,3,0.1,2,MEDIUM,Shortage,Recommended,TRUE
1586,5,6,20250712,2,3,1,5,0.5,2,HIGH,Shortage,Recommended,TRUE
